;parameters;modelo;auc_tr;accuracy_tr;precision_tr;recall_tr;f1_tr;Matriz_tr;auc_te;accuracy_te;precision_te;recall_te;f1_te;Matriz_te;auc_dif
71;{'n_estimators': 48, 'max_depth': 14, 'learning_rate': 0,13144897959183674};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,55%;74,68%;74,99%;72,86%;73,09%;"[[63  5  4  1]
 [ 6 37 12  5]
 [ 4  3 52  1]
 [ 2  7 10 25]]";9,45%
87;{'n_estimators': 157, 'max_depth': 2, 'min_data_in_leaf': 472, 'learning_rate': 0,6369387755102041};Lighgbm;99,95%;98,52%;98,37%;98,31%;98,34%;"[[289   0   0   0]
 [  0 234   1   5]
 [  0   2 238   0]
 [  1   0   5 169]]";90,54%;73,42%;71,45%;70,93%;70,93%;"[[64  5  3  1]
 [ 3 41  9  7]
 [ 1  4 48  7]
 [ 1 12 10 21]]";9,41%
284;{'n_estimators': 165, 'max_depth': 6, 'learning_rate': 0,017306122448979593};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,62%;73,00%;73,07%;70,51%;70,49%;"[[62  6  4  1]
 [ 5 38 12  5]
 [ 3  3 53  1]
 [ 3  9 12 20]]";9,38%
108;{'n_estimators': 99, 'max_depth': 4, 'min_data_in_leaf': 20, 'learning_rate': 0,5391020408163265};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,73%;75,53%;75,25%;73,10%;73,44%;"[[67  2  4  0]
 [ 4 41 10  5]
 [ 3  7 48  2]
 [ 1 10 10 23]]";9,27%
194;{'n_estimators': 21, 'max_depth': 15, 'learning_rate': 0,5880204081632653};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,75%;74,68%;75,53%;72,48%;72,82%;"[[62  5  5  1]
 [ 5 42 11  2]
 [ 3  3 51  3]
 [ 2  7 13 22]]";9,25%
129;{'n_estimators': 17, 'max_depth': 13, 'min_data_in_leaf': 260, 'learning_rate': 0,7347755102040816};Lighgbm;99,40%;95,34%;95,31%;94,79%;94,98%;"[[285   0   4   0]
 [  2 224  10   4]
 [  0   3 234   3]
 [  1   5  12 157]]";90,15%;73,00%;71,93%;70,59%;70,69%;"[[65  4  4  0]
 [ 5 38 12  5]
 [ 3  3 48  6]
 [ 2  9 11 22]]";9,25%
200;{'n_estimators': 48, 'max_depth': 8, 'learning_rate': 0,11514285714285714};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,76%;73,42%;74,20%;71,01%;71,26%;"[[63  5  4  1]
 [ 5 39 12  4]
 [ 4  4 51  1]
 [ 2  7 14 21]]";9,24%
179;{'n_estimators': 21, 'max_depth': 5, 'learning_rate': 0,4738775510204082};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,80%;73,00%;72,32%;70,29%;70,26%;"[[65  4  3  1]
 [ 7 37 11  5]
 [ 3  4 51  2]
 [ 1 11 12 20]]";9,20%
56;{'n_estimators': 37, 'max_depth': 17, 'learning_rate': 0,6858571428571428};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,80%;76,37%;77,01%;74,61%;75,16%;"[[64  3  5  1]
 [ 5 43 11  1]
 [ 3  5 48  4]
 [ 2  6 10 26]]";9,20%
166;{'n_estimators': 17, 'max_depth': 14, 'min_samples_leaf': 289, 'criterion': 'gini'};RandomForest;78,81%;52,33%;26,24%;46,65%;33,50%;"[[272   0  17   0]
 [137   0 103   0]
 [ 18   0 222   0]
 [ 37   1 137   0]]";75,88%;52,74%;26,50%;47,04%;33,76%;"[[68  0  5  0]
 [29  0 31  0]
 [ 3  0 57  0]
 [14  0 30  0]]";2,93%
292;{'n_estimators': 180, 'max_depth': 17, 'min_samples_leaf': 1, 'criterion': 'entropy'};RandomForest;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,83%;73,42%;74,70%;70,40%;70,42%;"[[65  4  4  0]
 [ 4 39 14  3]
 [ 4  3 52  1]
 [ 2 13 11 18]]";9,17%
231;{'n_estimators': 56, 'max_depth': 16, 'min_data_in_leaf': 212, 'learning_rate': 0,4575714285714286};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,87%;75,95%;76,04%;74,04%;74,47%;"[[64  5  4  0]
 [ 3 43  9  5]
 [ 5  5 48  2]
 [ 2  6 11 25]]";9,13%
118;{'n_estimators': 184, 'max_depth': 18, 'min_samples_leaf': 1, 'criterion': 'gini'};RandomForest;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,88%;73,84%;75,51%;71,35%;71,64%;"[[64  5  4  0]
 [ 4 37 16  3]
 [ 2  4 53  1]
 [ 2 10 11 21]]";9,12%
140;{'n_estimators': 52, 'max_depth': 19, 'learning_rate': 0,7673877551020408};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,88%;73,00%;72,09%;70,67%;70,81%;"[[64  4  4  1]
 [ 5 39 10  6]
 [ 4  5 48  3]
 [ 3  8 11 22]]";9,12%
32;{'n_estimators': 21, 'max_depth': 8, 'learning_rate': 0,6369387755102041};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,90%;72,57%;73,23%;70,17%;70,44%;"[[63  5  5  0]
 [ 6 38 13  3]
 [ 4  3 50  3]
 [ 2 10 11 21]]";9,10%
182;{'n_estimators': 72, 'max_depth': 15, 'learning_rate': 0,13144897959183674};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,90%;72,15%;72,35%;69,76%;69,87%;"[[63  5  4  1]
 [ 6 36 13  5]
 [ 4  4 51  1]
 [ 2  9 12 21]]";9,10%
245;{'n_estimators': 17, 'max_depth': 7, 'learning_rate': 0,359734693877551};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,91%;72,57%;73,02%;70,17%;70,42%;"[[63  5  4  1]
 [ 5 38 14  3]
 [ 3  4 50  3]
 [ 1  9 13 21]]";9,09%
186;{'n_estimators': 64, 'max_depth': 1, 'min_data_in_leaf': 308, 'learning_rate': 0,7836938775510204};Lighgbm;100,00%;99,68%;99,65%;99,61%;99,63%;"[[289   0   0   0]
 [  0 239   0   1]
 [  0   0 240   0]
 [  0   0   2 173]]";90,93%;72,15%;71,54%;70,21%;70,33%;"[[63  5  5  0]
 [ 6 35 12  7]
 [ 3  5 49  3]
 [ 1  9 10 24]]";9,07%
263;{'n_estimators': 122, 'max_depth': 7, 'learning_rate': 0,06622448979591837};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,95%;74,68%;74,80%;72,18%;72,31%;"[[64  3  5  1]
 [ 4 40 11  5]
 [ 4  3 52  1]
 [ 2  9 12 21]]";9,05%
269;{'n_estimators': 106, 'max_depth': 15, 'learning_rate': 0,1966734693877551};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,97%;73,84%;74,53%;71,80%;72,15%;"[[64  3  5  1]
 [ 5 37 14  4]
 [ 4  4 50  2]
 [ 3  6 11 24]]";9,03%
210;{'n_estimators': 52, 'max_depth': 13, 'min_data_in_leaf': 241, 'learning_rate': 0,7673877551020408};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,98%;75,53%;75,11%;73,70%;73,96%;"[[65  4  4  0]
 [ 4 39 12  5]
 [ 2  5 49  4]
 [ 2  7  9 26]]";9,02%
152;{'n_estimators': 41, 'max_depth': 10, 'learning_rate': 0,4086530612244898};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,98%;72,15%;72,87%;69,91%;70,25%;"[[63  6  4  0]
 [ 7 37 13  3]
 [ 4  4 49  3]
 [ 4  7 11 22]]";9,02%
272;{'n_estimators': 72, 'max_depth': 8, 'learning_rate': 0,11514285714285714};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,99%;73,00%;73,38%;70,74%;71,00%;"[[63  4  5  1]
 [ 6 38 12  4]
 [ 4  4 50  2]
 [ 2  8 12 22]]";9,01%
290;{'n_estimators': 188, 'max_depth': 3, 'learning_rate': 0,033612244897959186};XGBoost;100,00%;99,15%;99,20%;99,01%;99,10%;"[[287   0   2   0]
 [  0 239   1   0]
 [  0   0 240   0]
 [  1   0   4 170]]";91,04%;72,57%;73,42%;69,72%;69,97%;"[[65  4  4  0]
 [ 5 40 13  2]
 [ 3  6 48  3]
 [ 3 10 12 19]]";8,96%
229;{'n_estimators': 165, 'max_depth': 18, 'min_samples_leaf': 1, 'criterion': 'gini'};RandomForest;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,05%;73,00%;74,67%;70,52%;70,85%;"[[64  5  4  0]
 [ 5 36 16  3]
 [ 2  5 52  1]
 [ 1 11 11 21]]";8,95%
119;{'n_estimators': 13, 'max_depth': 5, 'learning_rate': 0,6206326530612245};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,05%;75,11%;74,73%;72,83%;73,05%;"[[65  5  2  1]
 [ 6 40 11  3]
 [ 4  2 50  4]
 [ 2  8 11 23]]";8,95%
30;{'n_estimators': 44, 'max_depth': 7, 'min_data_in_leaf': 356, 'learning_rate': 0,7021632653061225};Lighgbm;99,66%;95,76%;95,67%;95,34%;95,48%;"[[284   1   2   2]
 [  1 226   8   5]
 [  1   5 234   0]
 [  3   5   7 160]]";90,76%;72,57%;72,24%;70,40%;70,73%;"[[64  6  3  0]
 [ 5 38 12  5]
 [ 4  6 47  3]
 [ 2 11  8 23]]";8,90%
158;{'n_estimators': 141, 'max_depth': 8, 'learning_rate': 0,5064897959183674};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,11%;72,57%;72,37%;70,70%;71,08%;"[[62  5  5  1]
 [ 7 41 10  2]
 [ 4  5 45  6]
 [ 2  7 11 24]]";8,89%
237;{'n_estimators': 48, 'max_depth': 14, 'min_data_in_leaf': 375, 'learning_rate': 0,8};Lighgbm;99,85%;97,14%;97,01%;96,70%;96,84%;"[[288   0   0   1]
 [  1 232   4   3]
 [  1   2 235   2]
 [  1   3   9 162]]";90,96%;72,15%;71,82%;69,99%;70,35%;"[[64  4  5  0]
 [ 4 39 14  3]
 [ 3  6 45  6]
 [ 2 10  9 23]]";8,88%
275;{'n_estimators': 60, 'max_depth': 4, 'learning_rate': 0,2455918367346939};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,14%;73,00%;72,48%;70,22%;70,39%;"[[66  3  4  0]
 [ 5 40 11  4]
 [ 4  5 47  4]
 [ 1 10 13 20]]";8,86%
95;{'n_estimators': 87, 'max_depth': 3, 'learning_rate': 0,13144897959183674};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,16%;73,00%;73,90%;70,29%;70,58%;"[[65  3  5  0]
 [ 6 39 12  3]
 [ 4  5 49  2]
 [ 1 11 12 20]]";8,84%
47;{'n_estimators': 91, 'max_depth': 17, 'learning_rate': 0,6858571428571428};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,22%;75,53%;76,12%;73,62%;74,18%;"[[64  3  5  1]
 [ 5 43 11  1]
 [ 4  5 47  4]
 [ 2  7 10 25]]";8,78%
288;{'n_estimators': 172, 'max_depth': 14, 'min_data_in_leaf': 366, 'learning_rate': 0,7021632653061225};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,25%;72,15%;71,80%;70,21%;70,49%;"[[63  4  5  1]
 [ 5 37 13  5]
 [ 5  5 47  3]
 [ 2 10  8 24]]";8,75%
206;{'n_estimators': 25, 'max_depth': 20, 'learning_rate': 0,6858571428571428};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,26%;75,95%;76,75%;74,19%;74,67%;"[[64  3  5  1]
 [ 5 40 13  2]
 [ 3  4 50  3]
 [ 3  6  9 26]]";8,74%
48;{'n_estimators': 29, 'max_depth': 5, 'min_data_in_leaf': 183, 'learning_rate': 0,4575714285714286};Lighgbm;100,00%;99,89%;99,90%;99,86%;99,88%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   1 174]]";91,27%;75,95%;75,60%;74,04%;74,36%;"[[66  3  4  0]
 [ 3 40 12  5]
 [ 3  5 48  4]
 [ 2  6 10 26]]";8,73%
176;{'n_estimators': 165, 'max_depth': 15, 'learning_rate': 0,1966734693877551};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,27%;73,84%;74,53%;71,80%;72,15%;"[[64  3  5  1]
 [ 5 37 14  4]
 [ 4  4 50  2]
 [ 3  6 11 24]]";8,73%
6;{'n_estimators': 83, 'max_depth': 1, 'min_data_in_leaf': 212, 'learning_rate': 0,7673877551020408};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,29%;72,57%;72,51%;70,63%;70,79%;"[[63  5  4  1]
 [ 5 35 14  6]
 [ 4  4 50  2]
 [ 0  8 12 24]]";8,71%
62;{'n_estimators': 79, 'max_depth': 18, 'learning_rate': 0,4738775510204082};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,31%;75,11%;75,57%;73,13%;73,51%;"[[63  4  5  1]
 [ 4 41 12  3]
 [ 4  3 50  3]
 [ 4  6 10 24]]";8,69%
131;{'n_estimators': 41, 'max_depth': 8, 'learning_rate': 0,4738775510204082};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,31%;74,26%;74,74%;71,92%;72,28%;"[[64  4  5  0]
 [ 5 41 11  3]
 [ 5  3 49  3]
 [ 3  9 10 22]]";8,69%
248;{'n_estimators': 137, 'max_depth': 2, 'learning_rate': 0,8};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,31%;74,26%;73,39%;72,00%;72,22%;"[[65  2  5  1]
 [ 5 41  9  5]
 [ 3  6 47  4]
 [ 2  8 11 23]]";8,69%
299;{'n_estimators': 110, 'max_depth': 6, 'learning_rate': 0,7836938775510204};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,32%;74,26%;74,16%;71,77%;71,86%;"[[64  3  4  2]
 [ 6 39 12  3]
 [ 2  4 52  2]
 [ 3 10 10 21]]";8,68%
203;{'n_estimators': 161, 'max_depth': 5, 'learning_rate': 0,7347755102040816};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,35%;73,84%;73,10%;71,66%;71,83%;"[[66  3  4  0]
 [ 5 37 13  5]
 [ 2  5 48  5]
 [ 2  8 10 24]]";8,65%
161;{'n_estimators': 87, 'max_depth': 3, 'learning_rate': 0,2455918367346939};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,35%;75,95%;77,73%;73,36%;73,79%;"[[65  3  5  0]
 [ 5 43 10  2]
 [ 3  5 51  1]
 [ 1 11 11 21]]";8,65%
293;{'n_estimators': 56, 'max_depth': 2, 'learning_rate': 0,7673877551020408};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,35%;75,95%;75,76%;73,44%;73,64%;"[[66  3  4  0]
 [ 6 41  8  5]
 [ 3  4 51  2]
 [ 1  8 13 22]]";8,65%
195;{'n_estimators': 10, 'max_depth': 9, 'min_data_in_leaf': 58, 'learning_rate': 0,033612244897959186};Lighgbm;96,92%;80,51%;82,07%;77,37%;77,50%;"[[275   2   9   3]
 [ 29 181  24   6]
 [  5   9 225   1]
 [ 21  27  48  79]]";88,28%;67,93%;70,17%;64,53%;64,20%;"[[63  6  4  0]
 [ 7 36 14  3]
 [ 5  7 48  0]
 [ 6 12 12 14]]";8,64%
113;{'n_estimators': 37, 'max_depth': 2, 'learning_rate': 0,2129795918367347};XGBoost;99,58%;94,49%;94,86%;93,80%;94,15%;"[[281   1   6   1]
 [  2 224  12   2]
 [  2   2 236   0]
 [  1   7  16 151]]";90,96%;73,42%;75,46%;70,63%;70,81%;"[[66  2  5  0]
 [ 5 35 17  3]
 [ 3  3 53  1]
 [ 2  9 13 20]]";8,62%
173;{'n_estimators': 60, 'max_depth': 9, 'learning_rate': 0,4575714285714286};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,39%;74,26%;75,17%;72,14%;72,57%;"[[63  4  5  1]
 [ 5 40 12  3]
 [ 4  4 50  2]
 [ 3  6 12 23]]";8,61%
230;{'n_estimators': 141, 'max_depth': 8, 'learning_rate': 0,7510816326530613};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,39%;75,11%;75,29%;72,98%;73,33%;"[[63  5  4  1]
 [ 4 43 10  3]
 [ 3  5 49  3]
 [ 2  7 12 23]]";8,61%
50;{'n_estimators': 83, 'max_depth': 11, 'learning_rate': 0,7021632653061225};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,39%;76,37%;77,10%;74,30%;74,74%;"[[64  3  5  1]
 [ 6 42 10  2]
 [ 4  2 51  3]
 [ 4  6 10 24]]";8,61%
278;{'n_estimators': 60, 'max_depth': 3, 'learning_rate': 0,6858571428571428};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,40%;74,26%;74,61%;71,84%;72,23%;"[[65  4  4  0]
 [ 5 41 11  3]
 [ 3  6 48  3]
 [ 3  8 11 22]]";8,60%
20;{'n_estimators': 165, 'max_depth': 15, 'learning_rate': 0,06622448979591837};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,42%;74,26%;74,84%;72,14%;72,46%;"[[63  4  5  1]
 [ 4 39 13  4]
 [ 3  4 51  2]
 [ 2  7 12 23]]";8,58%
35;{'n_estimators': 176, 'max_depth': 8, 'learning_rate': 0,2782040816326531};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,42%;74,68%;75,23%;72,41%;72,75%;"[[63  4  5  1]
 [ 6 42 10  2]
 [ 4  3 50  3]
 [ 3  8 11 22]]";8,58%
15;{'n_estimators': 145, 'max_depth': 13, 'min_data_in_leaf': 395, 'learning_rate': 0,8};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,46%;74,26%;74,44%;72,22%;72,63%;"[[64  3  5  1]
 [ 4 40 13  3]
 [ 3  6 48  3]
 [ 2 10  8 24]]";8,54%
107;{'n_estimators': 99, 'max_depth': 18, 'learning_rate': 0,7836938775510204};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,47%;73,84%;73,79%;71,28%;71,50%;"[[65  3  4  1]
 [ 5 40 12  3]
 [ 3  5 49  3]
 [ 3  9 11 21]]";8,53%
23;{'n_estimators': 83, 'max_depth': 6, 'learning_rate': 0,6206326530612245};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,48%;75,95%;76,77%;73,58%;73,94%;"[[64  3  5  1]
 [ 4 43 11  2]
 [ 3  4 51  2]
 [ 3  9 10 22]]";8,52%
8;{'n_estimators': 60, 'max_depth': 19, 'learning_rate': 0,718469387755102};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,48%;75,95%;76,57%;73,89%;74,28%;"[[64  3  5  1]
 [ 3 41 13  3]
 [ 3  4 51  2]
 [ 3  8  9 24]]";8,52%
0;{'n_estimators': 91, 'max_depth': 4, 'min_data_in_leaf': 385, 'learning_rate': 0,6369387755102041};Lighgbm;100,00%;99,89%;99,91%;99,86%;99,89%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  1   0   0 174]]";91,50%;74,68%;74,86%;72,49%;72,77%;"[[64  5  4  0]
 [ 3 39 13  5]
 [ 2  5 51  2]
 [ 2  9 10 23]]";8,50%
249;{'n_estimators': 168, 'max_depth': 5, 'min_data_in_leaf': 97, 'learning_rate': 0,4575714285714286};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,51%;73,42%;74,48%;71,08%;71,49%;"[[64  5  4  0]
 [ 6 38 13  3]
 [ 3  5 50  2]
 [ 1  9 12 22]]";8,49%
75;{'n_estimators': 161, 'max_depth': 7, 'min_data_in_leaf': 29, 'learning_rate': 0,6206326530612245};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,51%;73,84%;73,21%;71,50%;71,71%;"[[66  3  4  0]
 [ 6 38 11  5]
 [ 3  5 48  4]
 [ 2  8 11 23]]";8,49%
159;{'n_estimators': 41, 'max_depth': 8, 'min_data_in_leaf': 29, 'learning_rate': 0,31081632653061225};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,54%;75,95%;77,60%;73,06%;73,37%;"[[67  2  4  0]
 [ 6 42 10  2]
 [ 4  4 51  1]
 [ 2 10 12 20]]";8,46%
188;{'n_estimators': 192, 'max_depth': 8, 'learning_rate': 0,718469387755102};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,55%;74,26%;74,10%;71,92%;72,23%;"[[64  3  5  1]
 [ 3 42 12  3]
 [ 3  4 48  5]
 [ 2  7 13 22]]";8,45%
189;{'n_estimators': 184, 'max_depth': 16, 'min_data_in_leaf': 385, 'learning_rate': 0,4901836734693878};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,56%;75,53%;75,13%;73,55%;73,81%;"[[65  5  3  0]
 [ 4 39 11  6]
 [ 3  5 50  2]
 [ 2  8  9 25]]";8,44%
180;{'n_estimators': 52, 'max_depth': 5, 'min_data_in_leaf': 241, 'learning_rate': 0,4086530612244898};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,57%;76,79%;77,57%;74,50%;74,98%;"[[65  4  4  0]
 [ 3 45 10  2]
 [ 3  5 49  3]
 [ 2  7 12 23]]";8,43%
251;{'n_estimators': 64, 'max_depth': 16, 'learning_rate': 0,2292857142857143};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,59%;73,42%;73,65%;71,31%;71,60%;"[[63  6  4  0]
 [ 5 38 12  5]
 [ 4  4 50  2]
 [ 2  8 11 23]]";8,41%
14;{'n_estimators': 114, 'max_depth': 15, 'learning_rate': 0,6206326530612245};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,60%;75,95%;75,94%;73,81%;74,06%;"[[63  4  5  1]
 [ 3 43 10  4]
 [ 3  3 51  3]
 [ 2  7 12 23]]";8,40%
38;{'n_estimators': 103, 'max_depth': 14, 'learning_rate': 0,6858571428571428};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,61%;74,68%;74,62%;72,49%;72,69%;"[[64  3  5  1]
 [ 5 39 12  4]
 [ 3  3 51  3]
 [ 3  8 10 23]]";8,39%
