;parameters;modelo;auc_tr;accuracy_tr;precision_tr;recall_tr;f1_tr;Matriz_tr;auc_te;accuracy_te;precision_te;recall_te;f1_te;Matriz_te;auc_dif
210;{'n_estimators': 52, 'max_depth': 13, 'min_data_in_leaf': 241, 'learning_rate': 0,7673877551020408};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,19%;73,84%;72,08%;71,20%;71,04%;"[[66  2  3  2]
 [ 9 37 10  4]
 [ 1  2 51  6]
 [ 2 11 10 21]]";9,81%
197;{'n_estimators': 122, 'max_depth': 13, 'learning_rate': 0,718469387755102};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,84%;74,26%;73,31%;71,01%;70,65%;"[[66  3  3  1]
 [ 7 40  9  4]
 [ 2  3 53  2]
 [ 5 11 11 17]]";9,16%
219;{'n_estimators': 153, 'max_depth': 17, 'min_data_in_leaf': 356, 'learning_rate': 0,718469387755102};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";89,81%;72,57%;70,30%;70,25%;70,10%;"[[66  3  3  1]
 [ 6 35 11  8]
 [ 2  3 48  7]
 [ 2 13  6 23]]";10,19%
170;{'n_estimators': 122, 'max_depth': 15, 'learning_rate': 0,522795918367347};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,71%;73,42%;72,11%;70,33%;69,88%;"[[66  3  3  1]
 [ 7 36 11  6]
 [ 2  1 54  3]
 [ 5  8 13 18]]";9,29%
155;{'n_estimators': 103, 'max_depth': 7, 'learning_rate': 0,37604081632653064};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,87%;73,42%;73,22%;70,25%;69,72%;"[[65  4  3  1]
 [ 8 36 11  5]
 [ 2  2 56  0]
 [ 4 10 13 17]]";9,13%
248;{'n_estimators': 137, 'max_depth': 2, 'learning_rate': 0,8};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,54%;73,84%;71,56%;70,30%;69,69%;"[[68  3  2  0]
 [ 8 38  8  6]
 [ 1  3 53  3]
 [ 2 14 12 16]]";9,46%
158;{'n_estimators': 141, 'max_depth': 8, 'learning_rate': 0,5064897959183674};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,53%;73,00%;72,54%;69,99%;69,65%;"[[65  4  3  1]
 [ 9 36 12  3]
 [ 1  2 54  3]
 [ 4 10 12 18]]";9,47%
107;{'n_estimators': 99, 'max_depth': 18, 'learning_rate': 0,7836938775510204};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,20%;72,57%;71,52%;69,57%;69,39%;"[[65  5  2  1]
 [ 6 38 12  4]
 [ 2  4 51  3]
 [ 3 13 10 18]]";9,80%
234;{'n_estimators': 168, 'max_depth': 8, 'min_data_in_leaf': 443, 'learning_rate': 0,3923469387755102};Lighgbm;100,00%;99,79%;99,81%;99,75%;99,78%;"[[289   0   0   0]
 [  1 239   0   0]
 [  0   0 240   0]
 [  0   1   0 174]]";90,18%;72,15%;70,05%;69,53%;69,38%;"[[66  2  4  1]
 [ 7 36 11  6]
 [ 3  1 48  8]
 [ 2 12  9 21]]";9,82%
123;{'n_estimators': 48, 'max_depth': 7, 'min_data_in_leaf': 106, 'learning_rate': 0,6532448979591837};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,07%;73,00%;71,97%;69,84%;69,37%;"[[65  4  4  0]
 [ 7 37 12  4]
 [ 1  1 54  4]
 [ 3 12 12 17]]";9,93%
152;{'n_estimators': 41, 'max_depth': 10, 'learning_rate': 0,4086530612244898};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,81%;73,00%;72,92%;69,84%;69,37%;"[[65  4  3  1]
 [ 7 36 13  4]
 [ 2  2 55  1]
 [ 5 10 12 17]]";9,19%
87;{'n_estimators': 157, 'max_depth': 2, 'min_data_in_leaf': 472, 'learning_rate': 0,6369387755102041};Lighgbm;99,96%;98,94%;99,05%;98,76%;98,90%;"[[289   0   0   0]
 [  4 235   1   0]
 [  0   0 240   0]
 [  1   3   1 170]]";88,59%;71,73%;69,61%;69,49%;69,32%;"[[63  7  2  1]
 [ 6 36 10  8]
 [ 0  2 49  9]
 [ 2  9 11 22]]";11,37%
59;{'n_estimators': 180, 'max_depth': 12, 'learning_rate': 0,2292857142857143};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,86%;72,57%;72,66%;69,65%;69,21%;"[[66  3  3  1]
 [ 9 32 15  4]
 [ 2  1 55  2]
 [ 3  9 13 19]]";9,14%
164;{'n_estimators': 161, 'max_depth': 5, 'learning_rate': 0,11514285714285714};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,64%;72,57%;73,95%;69,57%;69,18%;"[[63  6  4  0]
 [ 8 36 12  4]
 [ 2  2 56  0]
 [ 4  9 14 17]]";9,36%
149;{'n_estimators': 56, 'max_depth': 13, 'learning_rate': 0,5064897959183674};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,72%;72,57%;73,49%;69,35%;69,18%;"[[66  4  3  0]
 [ 7 37 13  3]
 [ 2  4 52  2]
 [ 2  8 17 17]]";9,28%
258;{'n_estimators': 56, 'max_depth': 20, 'min_data_in_leaf': 347, 'learning_rate': 0,522795918367347};Lighgbm;99,88%;96,72%;96,88%;96,30%;96,54%;"[[285   0   3   1]
 [  5 227   7   1]
 [  0   0 240   0]
 [  3   7   4 161]]";90,04%;72,15%;70,27%;69,23%;69,12%;"[[66  3  4  0]
 [ 6 38 12  4]
 [ 2  3 48  7]
 [ 3 15  7 19]]";9,84%
33;{'n_estimators': 200, 'max_depth': 18, 'min_data_in_leaf': 39, 'learning_rate': 0,6369387755102041};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,58%;72,15%;71,23%;69,23%;69,02%;"[[66  2  5  0]
 [ 8 35 11  6]
 [ 2  4 51  3]
 [ 4  9 12 19]]";9,42%
56;{'n_estimators': 37, 'max_depth': 17, 'learning_rate': 0,6858571428571428};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,76%;73,00%;71,43%;69,61%;68,99%;"[[66  4  2  1]
 [ 6 37 12  5]
 [ 2  2 54  2]
 [ 4 13 11 16]]";9,24%
120;{'n_estimators': 137, 'max_depth': 12, 'min_data_in_leaf': 472, 'learning_rate': 0,8};Lighgbm;99,99%;99,47%;99,53%;99,40%;99,47%;"[[289   0   0   0]
 [  3 237   0   0]
 [  0   0 240   0]
 [  0   1   1 173]]";89,35%;71,31%;69,10%;68,93%;68,77%;"[[65  5  3  0]
 [ 6 35 10  9]
 [ 2  3 47  8]
 [ 3  9 10 22]]";10,64%
218;{'n_estimators': 110, 'max_depth': 5, 'learning_rate': 0,1803673469387755};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,47%;72,57%;73,23%;69,34%;68,75%;"[[64  5  3  1]
 [ 8 36 12  4]
 [ 2  2 56  0]
 [ 5  8 15 16]]";9,53%
96;{'n_estimators': 99, 'max_depth': 19, 'min_data_in_leaf': 87, 'learning_rate': 0,5554081632653062};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,58%;72,15%;70,98%;69,01%;68,68%;"[[67  3  2  1]
 [ 7 35 12  6]
 [ 3  4 51  2]
 [ 4  8 14 18]]";9,42%
272;{'n_estimators': 72, 'max_depth': 8, 'learning_rate': 0,11514285714285714};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,06%;72,57%;73,43%;69,34%;68,68%;"[[64  4  4  1]
 [ 8 35 13  4]
 [ 2  1 57  0]
 [ 4  9 15 16]]";9,94%
65;{'n_estimators': 137, 'max_depth': 11, 'learning_rate': 0,1966734693877551};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,42%;72,15%;72,91%;69,08%;68,67%;"[[64  6  3  0]
 [ 8 35 13  4]
 [ 2  2 55  1]
 [ 3  9 15 17]]";9,58%
83;{'n_estimators': 130, 'max_depth': 13, 'learning_rate': 0,5391020408163265};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,60%;72,57%;71,71%;69,19%;68,67%;"[[66  3  3  1]
 [ 7 37 11  5]
 [ 3  3 53  1]
 [ 4 11 13 16]]";9,40%
80;{'n_estimators': 122, 'max_depth': 8, 'learning_rate': 0,3434285714285714};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,46%;72,15%;71,72%;69,15%;68,65%;"[[65  5  3  0]
 [ 9 33 13  5]
 [ 2  1 55  2]
 [ 4 10 12 18]]";9,54%
288;{'n_estimators': 172, 'max_depth': 14, 'min_data_in_leaf': 366, 'learning_rate': 0,7021632653061225};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";89,16%;71,31%;69,16%;68,78%;68,64%;"[[65  5  3  0]
 [ 7 35 11  7]
 [ 2  3 48  7]
 [ 3 12  8 21]]";10,84%
72;{'n_estimators': 188, 'max_depth': 2, 'min_data_in_leaf': 106, 'learning_rate': 0,11514285714285714};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";89,78%;72,15%;69,57%;69,00%;68,62%;"[[65  4  3  1]
 [ 7 39  8  6]
 [ 3  1 50  6]
 [ 5 11 11 17]]";10,22%
270;{'n_estimators': 103, 'max_depth': 8, 'min_data_in_leaf': 39, 'learning_rate': 0,06622448979591837};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,53%;72,57%;71,50%;69,19%;68,57%;"[[66  3  3  1]
 [ 9 36 11  4]
 [ 2  1 54  3]
 [ 4 10 14 16]]";9,47%
47;{'n_estimators': 91, 'max_depth': 17, 'learning_rate': 0,6858571428571428};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,99%;72,57%;70,64%;69,12%;68,55%;"[[67  3  2  1]
 [ 7 37 12  4]
 [ 2  2 52  4]
 [ 4 13 11 16]]";9,01%
182;{'n_estimators': 72, 'max_depth': 15, 'learning_rate': 0,13144897959183674};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,35%;72,57%;73,11%;69,19%;68,52%;"[[66  4  2  1]
 [ 7 34 15  4]
 [ 3  1 56  0]
 [ 4 10 14 16]]";9,65%
161;{'n_estimators': 87, 'max_depth': 3, 'learning_rate': 0,2455918367346939};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,41%;71,73%;71,79%;68,89%;68,48%;"[[63  5  4  1]
 [ 8 34 13  5]
 [ 2  2 55  1]
 [ 4  8 14 18]]";9,59%
159;{'n_estimators': 41, 'max_depth': 8, 'min_data_in_leaf': 29, 'learning_rate': 0,31081632653061225};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";89,71%;72,57%;71,54%;69,12%;68,46%;"[[67  3  3  0]
 [ 9 35 10  6]
 [ 2  2 54  2]
 [ 5  8 15 16]]";10,29%
68;{'n_estimators': 114, 'max_depth': 19, 'learning_rate': 0,441265306122449};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,92%;72,15%;71,62%;68,85%;68,44%;"[[65  3  4  1]
 [ 6 38 12  4]
 [ 2  4 52  2]
 [ 4 10 14 16]]";9,08%
189;{'n_estimators': 184, 'max_depth': 16, 'min_data_in_leaf': 385, 'learning_rate': 0,4901836734693878};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";88,98%;71,73%;68,95%;68,74%;68,39%;"[[67  0  5  1]
 [ 7 35 10  8]
 [ 1  1 49  9]
 [ 3 13  9 19]]";11,02%
216;{'n_estimators': 172, 'max_depth': 1, 'min_data_in_leaf': 318, 'learning_rate': 0,7021632653061225};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";89,78%;71,31%;68,82%;68,55%;68,36%;"[[64  4  4  1]
 [ 6 38 10  6]
 [ 1  2 48  9]
 [ 2 13 10 19]]";10,22%
35;{'n_estimators': 176, 'max_depth': 8, 'learning_rate': 0,2782040816326531};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,45%;71,73%;70,70%;68,59%;68,27%;"[[65  5  3  0]
 [ 7 37 12  4]
 [ 2  3 51  4]
 [ 4 11 12 17]]";9,55%
12;{'n_estimators': 141, 'max_depth': 13, 'min_data_in_leaf': 270, 'learning_rate': 0,604326530612245};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";89,91%;71,31%;69,09%;68,47%;68,24%;"[[65  3  4  1]
 [ 8 36 11  5]
 [ 1  3 49  7]
 [ 3 13  9 19]]";10,09%
101;{'n_estimators': 87, 'max_depth': 19, 'learning_rate': 0,29451020408163264};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,50%;71,73%;71,17%;68,59%;68,23%;"[[65  4  3  1]
 [ 7 36 12  5]
 [ 3  3 52  2]
 [ 5  7 15 17]]";9,50%
53;{'n_estimators': 141, 'max_depth': 16, 'learning_rate': 0,1966734693877551};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,37%;71,73%;71,98%;68,66%;68,17%;"[[64  6  3  0]
 [ 8 34 13  5]
 [ 2  2 55  1]
 [ 4  8 15 17]]";9,63%
206;{'n_estimators': 25, 'max_depth': 20, 'learning_rate': 0,6858571428571428};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,58%;72,57%;72,02%;68,96%;68,09%;"[[65  4  3  1]
 [ 6 38 12  4]
 [ 1  3 55  1]
 [ 4 11 15 14]]";9,42%
111;{'n_estimators': 157, 'max_depth': 11, 'min_data_in_leaf': 414, 'learning_rate': 0,5064897959183674};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";89,85%;70,89%;68,42%;68,28%;68,09%;"[[66  2  4  1]
 [ 9 35  9  7]
 [ 2  1 46 11]
 [ 2 12  9 21]]";10,15%
173;{'n_estimators': 60, 'max_depth': 9, 'learning_rate': 0,4575714285714286};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,48%;71,73%;72,03%;68,58%;68,05%;"[[63  6  4  0]
 [ 8 36 11  5]
 [ 2  3 55  0]
 [ 6 11 11 16]]";9,52%
21;{'n_estimators': 176, 'max_depth': 6, 'min_data_in_leaf': 183, 'learning_rate': 0,604326530612245};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";89,31%;71,31%;69,18%;68,40%;68,05%;"[[64  5  3  1]
 [ 8 36 10  6]
 [ 1  3 51  5]
 [ 2 12 12 18]]";10,69%
81;{'n_estimators': 56, 'max_depth': 16, 'min_data_in_leaf': 327, 'learning_rate': 0,4086530612244898};Lighgbm;99,76%;95,55%;95,57%;95,05%;95,25%;"[[282   1   4   2]
 [  6 224   7   3]
 [  0   0 239   1]
 [  2   9   7 157]]";89,44%;71,73%;69,74%;68,44%;68,05%;"[[69  1  3  0]
 [ 7 34 13  6]
 [ 3  1 49  7]
 [ 3 10 13 18]]";10,32%
11;{'n_estimators': 122, 'max_depth': 11, 'learning_rate': 0,29451020408163264};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,29%;71,31%;70,74%;68,32%;68,02%;"[[65  4  3  1]
 [ 7 34 14  5]
 [ 2  4 52  2]
 [ 3  9 14 18]]";9,71%
74;{'n_estimators': 114, 'max_depth': 11, 'learning_rate': 0,29451020408163264};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,30%;71,31%;70,74%;68,32%;68,02%;"[[65  4  3  1]
 [ 7 34 14  5]
 [ 2  4 52  2]
 [ 3  9 14 18]]";9,70%
20;{'n_estimators': 165, 'max_depth': 15, 'learning_rate': 0,06622448979591837};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";89,88%;72,15%;73,34%;68,78%;68,00%;"[[66  5  2  0]
 [10 32 14  4]
 [ 2  1 57  0]
 [ 4  9 15 16]]";10,12%
29;{'n_estimators': 157, 'max_depth': 19, 'learning_rate': 0,5717142857142857};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,23%;72,15%;70,57%;68,55%;67,99%;"[[67  2  3  1]
 [ 6 38 12  4]
 [ 2  3 51  4]
 [ 3 10 16 15]]";9,77%
224;{'n_estimators': 122, 'max_depth': 15, 'learning_rate': 0,441265306122449};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,07%;71,31%;71,72%;68,25%;67,99%;"[[66  3  3  1]
 [10 33 14  3]
 [ 3  3 52  2]
 [ 3  9 14 18]]";8,93%
63;{'n_estimators': 79, 'max_depth': 8, 'min_data_in_leaf': 1, 'learning_rate': 0,1966734693877551};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,64%;72,15%;71,76%;68,77%;67,96%;"[[64  7  1  1]
 [ 8 36 12  4]
 [ 2  1 56  1]
 [ 5  9 15 15]]";9,36%
221;{'n_estimators': 188, 'max_depth': 14, 'learning_rate': 0,7510816326530613};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,22%;71,73%;71,27%;68,43%;67,95%;"[[65  5  2  1]
 [ 9 36 12  3]
 [ 2  3 53  2]
 [ 4 13 11 16]]";9,78%
228;{'n_estimators': 172, 'max_depth': 9, 'min_data_in_leaf': 347, 'learning_rate': 0,3923469387755102};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";89,72%;70,89%;68,17%;68,21%;67,95%;"[[65  2  3  3]
 [ 7 35 11  7]
 [ 1  2 48  9]
 [ 3 13  8 20]]";10,28%
213;{'n_estimators': 83, 'max_depth': 4, 'min_data_in_leaf': 87, 'learning_rate': 0,14775510204081632};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,32%;72,15%;70,52%;68,63%;67,91%;"[[66  4  2  1]
 [ 7 37 11  5]
 [ 3  2 53  2]
 [ 4 12 13 15]]";9,68%
75;{'n_estimators': 161, 'max_depth': 7, 'min_data_in_leaf': 29, 'learning_rate': 0,6206326530612245};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";89,75%;71,31%;70,13%;68,24%;67,91%;"[[64  5  3  1]
 [ 8 37 11  4]
 [ 3  2 51  4]
 [ 3 10 14 17]]";10,25%
153;{'n_estimators': 184, 'max_depth': 19, 'min_data_in_leaf': 347, 'learning_rate': 0,11514285714285714};Lighgbm;99,47%;93,33%;93,51%;92,59%;92,91%;"[[280   1   4   4]
 [  9 216  12   3]
 [  3   0 236   1]
 [  3  10  13 149]]";89,92%;71,31%;69,44%;68,32%;67,89%;"[[67  2  3  1]
 [ 9 32 13  6]
 [ 2  3 51  4]
 [ 2 12 11 19]]";9,55%
110;{'n_estimators': 165, 'max_depth': 10, 'learning_rate': 0,6858571428571428};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,92%;71,73%;70,98%;68,51%;67,85%;"[[64  5  3  1]
 [ 8 35 12  5]
 [ 1  3 55  1]
 [ 5 10 13 16]]";9,08%
167;{'n_estimators': 106, 'max_depth': 17, 'learning_rate': 0,2455918367346939};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,39%;72,15%;71,75%;68,63%;67,83%;"[[66  4  3  0]
 [ 8 35 12  5]
 [ 2  2 55  1]
 [ 5 10 14 15]]";9,61%
236;{'n_estimators': 64, 'max_depth': 18, 'learning_rate': 0,5554081632653062};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";91,12%;71,73%;70,83%;68,43%;67,82%;"[[65  3  4  1]
 [ 8 35 12  5]
 [ 2  3 54  1]
 [ 4 13 11 16]]";8,88%
18;{'n_estimators': 99, 'max_depth': 8, 'min_data_in_leaf': 125, 'learning_rate': 0,359734693877551};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,12%;70,89%;68,83%;68,05%;67,77%;"[[63  6  4  0]
 [ 8 37  7  8]
 [ 3  3 50  4]
 [ 4 10 12 18]]";9,88%
245;{'n_estimators': 17, 'max_depth': 7, 'learning_rate': 0,359734693877551};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";89,14%;71,73%;71,72%;68,51%;67,75%;"[[62  6  4  1]
 [ 7 37 12  4]
 [ 2  1 56  1]
 [ 6  9 14 15]]";10,86%
296;{'n_estimators': 157, 'max_depth': 9, 'learning_rate': 0,8};XGBoost;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,41%;71,31%;69,39%;68,17%;67,74%;"[[67  4  2  0]
 [ 9 33 12  6]
 [ 2  3 51  4]
 [ 3 12 11 18]]";9,59%
138;{'n_estimators': 184, 'max_depth': 12, 'min_data_in_leaf': 116, 'learning_rate': 0,033612244897959186};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[289   0   0   0]
 [  0 240   0   0]
 [  0   0 240   0]
 [  0   0   0 175]]";90,19%;71,73%;71,00%;68,43%;67,73%;"[[65  4  3  1]
 [ 8 34 13  5]
 [ 2  2 55  1]
 [ 4 11 13 16]]";9,81%
